,Accuracy,Balanced Accuracy,F1 Score,Specificity,Parity Score Gender,Parity Score Race,Intersectional Parity Score,AUC_Gender,KL Divergence_Gender,Model
389,1.0,1.0,1.0,1.0,0.6376359422356928,0.6361586206463692,0.403127784425533,0.6811820288821536,0.2835563191390367,Dataset
390,0.33666666666666667,0.33499288762446655,0.23754789272030652,0.4605263157894737,0.9616427396773191,0.6330863434652233,0.5902935487470035,0.5000222232099205,0.0031558980343287593,FairBN
391,0.77,0.771692745376956,0.7940298507462686,0.6447368421052632,0.521623183252589,0.5551562501666285,0.2715527211680243,0.8157695897595449,0.6100646946852905,LabelBN
392,0.8066666666666666,0.8076102418207681,0.8176100628930816,0.7368421052631579,0.30085781590292904,0.7466652778316065,0.27545463058440756,0.9211520512022756,1.4247879369963,NBSens
393,0.8,0.8020981507823612,0.8255813953488371,0.6447368421052632,0.5553580159118183,0.7485894970449938,0.5114775204599674,0.8008133694830881,0.557073382292423,NB
394,0.5633333333333334,0.569078947368421,0.6932084309133489,0.13815789473684212,0.8590604026845637,0.9231949722821985,0.8545932901612039,0.8342370772034313,,FRFC05
395,1.0,1.0,1.0,1.0,0.5665585137117206,0.6704739629502434,0.44056080122747565,0.7167207431441398,0.4002339643471966,Dataset
396,0.33,0.33773551289474857,0.21176470588235294,0.5034965034965035,0.9643539712876128,0.5507292641879444,0.5497821102459917,0.5620694253077916,0.0029182312324668586,FairBN
397,0.74,0.732884949445459,0.7808988764044944,0.5804195804195804,0.5444686430508022,0.42579235408856275,0.26421898708289504,0.8200364460642695,0.6205041242457919,LabelBN
398,0.7866666666666666,0.7812124181550933,0.815028901734104,0.6643356643356644,0.3315702920129783,0.680944695168218,0.2688456801363378,0.9414196186497178,1.7839005010286069,NBSens
399,0.7533333333333333,0.7446884325865217,0.7978142076502731,0.5594405594405595,0.49068847504333535,0.6718297662481133,0.4336145457803725,0.8276590070669808,1.0357138282173048,NB
400,0.5666666666666667,0.5454545454545454,0.7072072072072072,0.09090909090909091,0.9139072847682119,0.9188610696094781,0.8774193347138884,0.8334148184363749,,FRFC05
401,1.0,1.0,1.0,1.0,0.5330014667318548,0.6552049105787936,0.37085012270350115,0.7334992666340726,0.48372235483702924,Dataset
402,0.37,0.38167420814479636,0.34602076124567477,0.46923076923076923,0.9976880184958521,0.7570895617248092,0.6575962743661355,0.5106759145926832,1.1165356768535334e-05,FairBN
403,0.78,0.7606334841628959,0.823529411764706,0.6153846153846154,0.5006119951040391,0.6481810261638833,0.2530382362954515,0.7962736298109615,0.7341384749612488,LabelBN
404,0.7533333333333333,0.7389140271493213,0.7955801104972374,0.6307692307692307,0.3259893920848633,0.7549943966126438,0.2659183887137845,0.9268779183099868,1.4271015308726964,NBSens
405,0.75,0.7296380090497737,0.8,0.5769230769230769,0.4811641506867945,0.8291566498165028,0.39750036105280584,0.8184414524683802,0.8212446848029795,NB
406,0.5966666666666667,0.5355203619909502,0.7363834422657952,0.07692307692307693,0.9147286821705426,0.9424227765745139,0.878280038532382,0.8279160433383199,,FRFC05
407,1.0,1.0,1.0,1.0,0.5362437100503196,0.7184182712084373,0.38720673854668874,0.7318781449748403,0.48130795875866916,Dataset
408,0.3233333333333333,0.31279868918119336,0.3940298507462686,0.2440944881889764,0.9261300502244544,0.8074482314065584,0.7702718224603493,0.5286012711676075,0.010961294782594097,FairBN
409,0.8,0.7983250648582223,0.823529411764706,0.7874015748031497,0.4007289212853905,0.6313644227081256,0.25900607887839044,0.8720832036979421,0.9073438847403053,LabelBN
410,0.7666666666666667,0.769423330754176,0.7878787878787878,0.7874015748031497,0.29361304946886524,0.8255222301235742,0.2891417761499311,0.9221298724387751,1.2952551971475303,NBSens
411,0.8433333333333334,0.8432251604387602,0.8613569321533923,0.84251968503937,0.5673585492688564,0.7524076851627558,0.4762271111956732,0.7927907907018089,0.421783516050415,NB
412,0.62,0.5553684402166492,0.7477876106194691,0.13385826771653545,0.8590604026845637,0.9014389049404797,0.8277121700659945,0.8113027245655363,,FRFC05
413,1.0,1.0,1.0,1.0,0.6410062669451976,0.62462568143888,0.46785997297955373,0.6794968665274012,0.28943593977487364,Dataset
414,0.32,0.3290391841116479,0.25547445255474455,0.4420289855072464,0.939868350827255,0.5872583040483174,0.5759517388844053,0.5216376089663761,0.00783207779939172,FairBN
415,0.81,0.8009930220075148,0.8385269121813032,0.6884057971014492,0.4656644725137876,0.5565250194688239,0.2605420402484022,0.8382627646326277,0.8804704689014304,LabelBN
416,0.7933333333333333,0.7839506172839505,0.824858757062147,0.6666666666666666,0.39210104963529624,0.6186024684496486,0.3290203405560356,0.9323518946806618,1.3654111628578007,NBSens
417,0.7866666666666666,0.772410091250671,0.8279569892473119,0.5942028985507246,0.6157267390144102,0.6804370404769887,0.5270551185971941,0.812466642946095,0.4710282741295207,NB
418,0.6133333333333333,0.5797101449275363,0.7363636363636364,0.15942028985507245,0.8571428571428571,0.9395032217815363,0.852117190122159,0.8315913538516279,,FRFC05
419,1.0,1.0,1.0,1.0,0.5575520370040918,0.6553358073411546,0.4344918285612941,0.7212239814979542,0.4398447053809057,Dataset
420,0.34,0.33640122715752974,0.4438202247191012,0.1564625850340136,0.9428571428571428,0.7313061986725269,0.6882788434302138,0.53,0.007382832360694223,FairBN
421,0.7966666666666666,0.7973189275710284,0.7932203389830508,0.8299319727891157,0.36696428571428563,0.5565551900131634,0.19618953421737806,0.8308035714285713,0.9041201529055295,LabelBN
422,0.7933333333333333,0.7948512738428705,0.7801418439716312,0.8707482993197279,0.2875000000000001,0.6897474142705191,0.20064422050237263,0.9100223214285714,1.180750667911225,NBSens
423,0.7933333333333333,0.7955182072829132,0.7720588235294117,0.9047619047619048,0.5642857142857143,0.7166224130839911,0.43100547813278023,0.7775223214285715,0.40296987963070885,NB
424,0.6033333333333334,0.596171802054155,0.7104622871046229,0.23809523809523808,0.7669642857142858,0.8550509066285586,0.6571611132453781,0.8053125,0.36181038371555596,FRFC05
425,1.0,1.0,1.0,1.0,0.5794642857142857,0.6413523564252706,0.4002008797933718,0.7102678571428571,0.37611656293785906,Dataset
426,0.36666666666666664,0.35305317557459537,0.4476744186046512,0.2558139534883721,0.9193497828131297,0.6606844959329103,0.6197315231371003,0.5496395145761497,0.013433584998073886,FairBN
427,0.7933333333333333,0.7882496940024479,0.8197674418604651,0.751937984496124,0.5566253190631856,0.5712200556545495,0.2834517056055914,0.7578254444494201,0.4487538731898089,LabelBN
