,Accuracy,Balanced Accuracy,F1 Score,Specificity,Parity Score Gender,Parity Score Race,Intersectional Parity Score,Model
192,0.8833333333333333,0.8835372636262514,0.8805460750853241,0.8774193548387097,0.5714031021572472,0.35260851759391987,0.14911439642929014,NBSens
193,0.8633333333333333,0.8628476084538377,0.8571428571428571,0.8774193548387097,0.5291495810304867,0.4791285016960133,0.21689275421642684,NB
194,1.0,1.0,1.0,1.0,0.6572472811552861,0.21595142098143005,0.14953979712141374,Dataset
195,0.49,0.48835348506401133,0.5486725663716814,0.36486486486486486,0.8181939442443644,0.8297728653842207,0.6982446023306768,FairBN
196,0.8566666666666667,0.8554409672830725,0.8700906344410877,0.7635135135135135,0.49699879951980797,0.45906970576855144,0.2361573153867348,LabelBN
197,0.9066666666666666,0.9064722617354196,0.9090909090909091,0.8918918918918919,0.5939709217020142,0.33972733059089877,0.14807143934666034,NBSens
198,0.9,0.8998044096728307,0.9025974025974026,0.8851351351351351,0.5939709217020142,0.3592803166555083,0.16682442500598527,NB
199,1.0,1.0,1.0,1.0,0.59343737494998,0.27731656651399217,0.1929056290514134,Dataset
200,0.4766666666666667,0.45960772020957413,0.5768194070080862,0.26277372262773724,0.7575163689813371,0.8877577627680531,0.659662574901951,FairBN
201,0.8466666666666667,0.8361918409386055,0.8715083798882681,0.7153284671532847,0.38599616943565984,0.5990974810290022,0.2070107691044374,LabelBN
202,0.9166666666666666,0.9145806278267878,0.9244712990936557,0.8905109489051095,0.504520956750256,0.3619189261621032,0.15316056006050538,NBSens
203,0.91,0.9078635081277149,0.9184290030211482,0.8832116788321168,0.504520956750256,0.38474635201804563,0.17430381101124115,NB
204,1.0,1.0,1.0,1.0,0.49628078927441976,0.25763328086516946,0.16349162675834417,Dataset
205,0.5333333333333333,0.5276785714285714,0.5833333333333333,0.44285714285714284,0.9050920714961056,0.5782932370143712,0.5938217353408894,FairBN
206,0.91,0.9058035714285715,0.9198813056379822,0.8428571428571429,0.5884471658187385,0.32104933270178626,0.1961839084361775,LabelBN
207,0.8633333333333333,0.8629464285714286,0.871473354231975,0.8571428571428571,0.5341497456215388,0.3818712316806363,0.10077007892017387,NBSens
208,0.8466666666666667,0.846875,0.8544303797468354,0.85,0.5115933546440952,0.46845026431070724,0.16067436638940813,NB
209,1.0,1.0,1.0,1.0,0.5956958263923281,0.24918166907193162,0.16631831925005025,Dataset
210,0.48,0.48299319727891155,0.543859649122807,0.3333333333333333,0.8529940658155009,0.7214854646266162,0.49887420202321486,FairBN
211,0.9066666666666666,0.9068960917700414,0.9060402684563759,0.8954248366013072,0.31963675597914043,0.3071168470953398,0.2337638022909666,LabelBN
212,0.92,0.9189008936908096,0.9136690647482014,0.9738562091503268,0.4131451177845711,0.2722531274027853,0.16762405745675968,NBSens
